Date;Product_Category;Sales_Volume;Price;Promotion;Store_Location;Weekday;Supplier_Cost;Replenishment_Lead_Time;Stock_Level;Proxy_Margin;Promotion;Weekday
20/11/2023;Beverages;1647;1.286.408.348;1;Suburban;0;4.933.287.383;9;260;7.930.796.097;Promotion;Monday
21/11/2023;Dairy;394;1.039.514.149;1;Urban;1;6.339.203.954;7;172;4.055.937.536;Promotion;Tuesday
22/11/2023;Personal Care;1347;1.961.146.597;0;Rural;2;1.025.135.531;2;278;936.011.066;No Promotion;Wednesday
23/11/2023;Personal Care;1648;3.754.336.375;0;Rural;3;1.039.177.949;9;131;-6.637.443.115;No Promotion;Thursday
24/11/2023;Household;1169;1.477.795.882;1;Suburban;4;5.070.971.802;4;193;9.706.987.018;Promotion;Friday
25/11/2023;Beverages;1790;4.632.623.328;1;Urban;5;24.315.439;8;437;2.201.079.428;Promotion;Saturday
26/11/2023;Beverages;1236;7.426.999.001;1;Urban;6;9.669.745.719;7;189;-2.242.746.718;Promotion;Sunday
27/11/2023;Snacks;1356;6.865.276.124;1;Rural;0;2.360.725.002;7;78;4.504.551.122;Promotion;Monday
28/11/2023;Household;116;1.899.368.377;0;Rural;1;8.888.141.369;8;440;101.055.424;No Promotion;Tuesday
29/11/2023;Snacks;459;1.937.976.738;1;Rural;2;1.055.462.086;1;319;882.514.652;Promotion;Wednesday
30/11/2023;Snacks;1346;447.729.344;1;Urban;3;106.588.667;5;296;-618.157.326;Promotion;Thursday
01/12/2023;Snacks;965;1.418.668.046;1;Suburban;4;114.253.456;2;61;-1.000.667.755;Promotion;Friday
02/12/2023;Dairy;799;1.468.015.275;0;Suburban;5;1.315.646.161;2;404;152.369.114;No Promotion;Saturday
03/12/2023;Dairy;547;8.941.808.744;0;Urban;6;7.749.405.383;1;438;1.192.403.361;No Promotion;Sunday
04/12/2023;Snacks;955;2.687.964.657;0;Suburban;0;1.108.861.325;5;386;-8.400.648.593;No Promotion;Monday
05/12/2023;Household;464;1.399.132.801;0;Rural;1;9.478.004.663;2;155;4.513.323.347;No Promotion;Tuesday
06/12/2023;Beverages;774;1.135.700.504;1;Suburban;2;3.206.279.127;4;81;8.150.725.913;Promotion;Wednesday
07/12/2023;Household;1107;1.962.981.962;0;Suburban;3;0.872499851;3;123;1.875.731.977;No Promotion;Thursday
08/12/2023;Personal Care;1449;5.320.780.421;1;Suburban;4;4.625.850.092;3;220;0.694930329;Promotion;Friday
09/12/2023;Dairy;566;867.557.965;1;Rural;5;6.923.988.742;2;386;1.751.590.908;Promotion;Saturday
10/12/2023;Beverages;513;1.130.837.026;1;Urban;6;9.448.036.194;6;118;1.860.334.066;Promotion;Sunday
11/12/2023;Beverages;1578;1.604.229.978;1;Rural;0;1.282.441.029;2;350;321.788.949;Promotion;Monday
12/12/2023;Personal Care;685;1.142.793.448;0;Urban;1;3.345.562.892;8;411;8.082.371.588;No Promotion;Tuesday
13/12/2023;Personal Care;1356;1.264.510.306;0;Urban;2;2.320.471.954;8;186;1.032.463.111;No Promotion;Wednesday
14/12/2023;Snacks;1347;529.679.398;0;Urban;3;1.447.045.924;5;482;-917.366.526;No Promotion;Thursday
15/12/2023;Dairy;1093;1.709.145.583;1;Suburban;4;2.066.646.111;7;466;1.502.480.972;Promotion;Friday
16/12/2023;Dairy;1954;9.143.980.392;1;Suburban;5;7.438.120.517;4;149;1.705.859.875;Promotion;Saturday
17/12/2023;Household;1535;3.678.232.923;1;Urban;6;8.990.674.068;1;195;-5.312.441.145;Promotion;Sunday
18/12/2023;Snacks;671;1.361.957.038;1;Urban;0;8.349.929.103;2;58;5.269.641.277;Promotion;Monday
19/12/2023;Snacks;434;5.105.718.611;1;Suburban;1;1.747.466.277;4;111;3.358.252.334;Promotion;Tuesday
20/12/2023;Snacks;1345;2.853.687.695;0;Rural;2;1.326.890.253;1;234;1.526.797.442;No Promotion;Wednesday
21/12/2023;Snacks;136;1.737.775.126;1;Urban;3;2.029.509.698;8;78;1.534.824.156;Promotion;Thursday
22/12/2023;Dairy;1088;9.743.083.025;0;Rural;4;8.991.021.416;9;430;0.752061609;No Promotion;Friday
23/12/2023;Dairy;377;1.523.639.054;1;Suburban;5;8.393.000.871;4;163;6.843.389.669;Promotion;Saturday
24/12/2023;Snacks;1319;6.521.163.636;1;Urban;6;3.889.241.485;3;458;2.631.922.151;Promotion;Sunday
25/12/2023;Household;1015;1.595.243.256;0;Rural;0;9.747.725.057;2;192;6.204.707.503;No Promotion;Monday
26/12/2023;Beverages;1987;3.126.782.613;0;Rural;1;1.239.097.878;5;439;-9.264.196.167;No Promotion;Tuesday
27/12/2023;Beverages;583;7.763.494.102;1;Rural;2;1.102.894.918;3;169;6.660.599.184;Promotion;Wednesday
28/12/2023;Household;1365;1.958.317.454;1;Suburban;3;7.722.884.181;7;219;1.186.029.036;Promotion;Thursday
29/12/2023;Snacks;1447;1.608.580.461;1;Suburban;4;1.049.500.098;6;206;559.080.363;Promotion;Friday
30/12/2023;Dairy;830;1.044.786.268;1;Rural;5;4.158.522.943;1;384;6.289.339.737;Promotion;Saturday
31/12/2023;Beverages;291;745.577.196;0;Rural;6;4.962.678.127;8;398;2.493.093.833;No Promotion;Sunday
01/01/2024;Personal Care;1140;175.705.783;1;Suburban;0;9.397.749.593;2;309;8.172.828.707;Promotion;Monday
02/01/2024;Personal Care;623;1.135.210.742;0;Rural;1;1.352.006.175;5;131;-216.795.433;No Promotion;Tuesday
03/01/2024;Household;1017;1.541.007.534;1;Rural;2;1.224.390.409;9;291;316.617.125;Promotion;Wednesday
04/01/2024;Snacks;500;1.532.804.593;0;Suburban;3;8.955.388.177;8;490;6.372.657.753;No Promotion;Thursday
05/01/2024;Beverages;985;1.340.967.893;0;Rural;4;1.108.821.491;2;482;-9.747.247.017;No Promotion;Friday
06/01/2024;Snacks;804;3.398.821.873;1;Rural;5;5.789.925.818;9;221;-2.391.103.945;Promotion;Saturday
07/01/2024;Beverages;121;1.353.295.796;0;Rural;6;9.794.000.157;5;280;3.738.957.803;No Promotion;Sunday
08/01/2024;Household;573;4.070.776.414;1;Suburban;0;7.259.633.071;6;257;-3.188.856.657;Promotion;Monday
09/01/2024;Household;1243;5.854.373.548;0;Rural;1;3.254.073.979;3;124;2.600.299.569;No Promotion;Tuesday
10/01/2024;Personal Care;309;1.898.612.113;1;Suburban;2;1.067.520.497;3;319;831.091.616;Promotion;Wednesday
11/01/2024;Snacks;405;1.164.346.291;0;Suburban;3;8.568.737.242;8;436;3.074.725.668;No Promotion;Thursday
12/01/2024;Personal Care;1393;1.526.386.063;1;Urban;4;5.700.012.938;2;163;9.563.847.692;Promotion;Friday
13/01/2024;Snacks;803;1.160.163.404;1;Urban;5;1.371.441.826;2;111;-211.278.422;Promotion;Saturday
14/01/2024;Personal Care;786;1.149.775.868;0;Rural;6;0.803544708;5;411;1.069.421.397;No Promotion;Sunday
15/01/2024;Dairy;384;2.788.886.292;0;Suburban;0;5.078.710.693;6;369;-2.289.824.401;No Promotion;Monday
16/01/2024;Dairy;815;752.960.066;0;Urban;1;1.324.780.268;2;151;6.204.820.392;No Promotion;Tuesday
17/01/2024;Dairy;1799;6.366.187.075;0;Rural;2;1.161.464.609;5;478;-5.248.459.015;No Promotion;Wednesday
18/01/2024;Dairy;862;8.423.838.947;1;Urban;3;1.068.055.808;7;411;-2.256.719.133;Promotion;Thursday
19/01/2024;Beverages;1350;1.616.853.958;0;Urban;4;5.304.607.172;8;259;1.086.393.241;No Promotion;Friday
20/01/2024;Dairy;1047;806.672.069;1;Suburban;5;1.029.711.208;7;491;-223.039.139;Promotion;Saturday
21/01/2024;Household;480;9.582.239.565;0;Suburban;6;624.108.978;8;304;3.341.149.785;No Promotion;Sunday
22/01/2024;Household;559;8.550.246.419;1;Urban;0;1.146.567.998;9;69;-2.915.433.561;Promotion;Monday
23/01/2024;Beverages;1130;2.774.751.468;1;Urban;1;708.566.311;5;107;-4.310.911.642;Promotion;Tuesday
24/01/2024;Dairy;128;9.380.371.007;1;Suburban;2;6.478.056.054;5;161;2.902.314.953;Promotion;Wednesday
25/01/2024;Dairy;1006;4.716.576.188;1;Rural;3;1.405.358.377;4;362;-9.337.007.582;Promotion;Thursday
26/01/2024;Dairy;1156;454.774.262;0;Suburban;4;4.137.746.948;9;245;0.409995672;No Promotion;Friday
27/01/2024;Personal Care;1769;2.786.685.984;0;Urban;5;224.648.643;5;424;0.540199554;No Promotion;Saturday
28/01/2024;Snacks;978;7.776.748.509;1;Rural;6;8.975.875.142;2;402;-1.199.126.633;Promotion;Sunday
29/01/2024;Personal Care;178;1.539.215.581;0;Urban;0;1.455.516.628;8;141;0.83698953;No Promotion;Monday
30/01/2024;Snacks;1046;6.252.392.121;0;Rural;1;5.978.668.599;7;101;0.273723522;No Promotion;Tuesday
31/01/2024;Dairy;558;6.934.632.936;1;Urban;2;1.399.533.073;8;342;5.535.099.863;Promotion;Wednesday
01/02/2024;Dairy;669;132.108.185;0;Rural;3;5.419.926.376;3;57;7.790.892.124;No Promotion;Thursday
02/02/2024;Personal Care;1661;4.720.975.439;0;Rural;4;7.836.008.988;4;349;-3.115.033.549;No Promotion;Friday
03/02/2024;Personal Care;1605;1.804.220.068;0;Urban;5;2.847.883.596;5;147;1.519.431.708;No Promotion;Saturday
04/02/2024;Snacks;1553;1.088.361.994;1;Rural;6;1.004.248.216;6;285;0.84113778;Promotion;Sunday
05/02/2024;Household;837;9.504.455.866;0;Suburban;0;1.496.736.614;1;438;-5.462.910.274;No Promotion;Monday
06/02/2024;Snacks;1408;1.159.858.365;1;Urban;1;7.050.222.402;4;423;4.548.361.248;Promotion;Tuesday
07/02/2024;Personal Care;615;4.154.651.955;0;Suburban;2;5.643.564.073;5;118;-1.488.912.118;No Promotion;Wednesday
08/02/2024;Personal Care;1222;1.265.598.963;0;Urban;3;6.310.210.419;7;464;6.345.779.211;No Promotion;Thursday
09/02/2024;Beverages;496;7.898.913.996;0;Rural;4;2.169.619.587;5;94;5.729.294.409;No Promotion;Friday
10/02/2024;Personal Care;1612;1.804.654.048;1;Rural;5;1.330.746.722;1;186;473.907.326;Promotion;Saturday
11/02/2024;Beverages;138;4.208.229.927;1;Rural;6;6.514.972.005;7;283;-2.306.742.078;Promotion;Sunday
12/02/2024;Household;1394;1.063.397.097;0;Urban;0;6.115.478.966;8;81;4.518.492.004;No Promotion;Monday
13/02/2024;Snacks;986;1.236.413.996;1;Suburban;1;1.006.550.896;7;338;2.298.631;Promotion;Tuesday
14/02/2024;Snacks;896;1.634.288.434;0;Suburban;2;6.909.484.604;4;175;-527.519.617;No Promotion;Wednesday
15/02/2024;Beverages;256;791.016.937;1;Urban;3;9.899.385.298;8;116;-1.989.215.928;Promotion;Thursday
16/02/2024;Snacks;1198;1.492.006.946;1;Urban;4;1.390.971.207;5;79;1.352.909.825;Promotion;Friday
17/02/2024;Personal Care;983;1.658.717.264;0;Suburban;5;1.229.898.848;9;163;428.818.416;No Promotion;Saturday
18/02/2024;Dairy;1923;6.950.077.902;0;Suburban;6;1.413.730.732;5;253;-7.187.229.418;No Promotion;Sunday
19/02/2024;Beverages;1253;1.617.327.218;0;Suburban;0;9.907.098.099;1;78;6.266.174.081;No Promotion;Monday
20/02/2024;Snacks;1810;1.938.736.166;0;Suburban;1;1.434.120.597;9;180;504.615.569;No Promotion;Tuesday
21/02/2024;Beverages;1073;1.728.060.479;1;Urban;2;2.695.768.558;5;234;1.458.483.623;Promotion;Wednesday
22/02/2024;Beverages;1207;3.235.235.775;1;Urban;3;7.422.534.747;6;302;-4.187.298.972;Promotion;Thursday
23/02/2024;Dairy;1145;1.505.487.631;1;Rural;4;9.226.197.642;4;335;5.828.678.668;Promotion;Friday
24/02/2024;Personal Care;1582;7.073.669.816;0;Suburban;5;8.935.181.388;6;442;-1.861.511.572;No Promotion;Saturday
25/02/2024;Beverages;1662;197.799.038;0;Rural;6;6.321.195.797;8;459;13.458.708;No Promotion;Sunday
26/02/2024;Snacks;1830;1.022.182.068;1;Urban;0;5.402.223.936;3;435;4.819.596.744;Promotion;Monday
27/02/2024;Household;948;3.326.244.069;0;Urban;1;2.338.948.327;5;111;0.987295742;No Promotion;Tuesday
28/02/2024;Beverages;1505;1.477.852.541;1;Rural;2;6.180.265.533;2;52;8.598.259.877;Promotion;Wednesday
29/02/2024;Beverages;847;7.137.212.769;1;Suburban;3;2.858.581.819;2;479;427.863.095;Promotion;Thursday
01/03/2024;Dairy;1563;1.994.448.498;1;Suburban;4;1.114.830.231;7;117;879.618.267;Promotion;Friday
02/03/2024;Personal Care;1727;196.158.667;1;Suburban;5;3.528.048.565;6;74;1.608.781.814;Promotion;Saturday
03/03/2024;Household;1088;1.346.654.634;1;Suburban;6;1.349.196.927;4;228;1.211.734.941;Promotion;Sunday
04/03/2024;Snacks;120;346.670.253;0;Rural;0;8.509.308.998;5;190;-5.042.606.468;No Promotion;Monday
05/03/2024;Household;402;1.405.035.896;0;Rural;1;9.130.831.124;1;280;4.919.527.836;No Promotion;Tuesday
06/03/2024;Snacks;968;2.767.579.243;0;Urban;2;1.314.273.939;7;349;-1.037.516.015;No Promotion;Wednesday
07/03/2024;Personal Care;183;1.557.919.023;1;Suburban;3;886.623.338;8;212;-7.308.314.357;Promotion;Thursday
08/03/2024;Snacks;1897;1.663.621.048;1;Suburban;4;5.509.472.379;9;360;111.267.381;Promotion;Friday
09/03/2024;Dairy;1782;4.985.306.006;1;Suburban;5;1.214.367.228;8;442;-7.158.366.274;Promotion;Saturday
10/03/2024;Dairy;1576;8.201.515.398;1;Rural;6;8.334.043.951;5;179;-0.132528553;Promotion;Sunday
11/03/2024;Dairy;1510;1.949.569.041;0;Suburban;0;1.649.564.127;3;494;1.784.612.628;No Promotion;Monday
12/03/2024;Dairy;1630;7.399.969.535;0;Rural;1;8.704.833.125;9;295;-130.486.359;No Promotion;Tuesday
13/03/2024;Household;1380;6.633.305.844;1;Suburban;2;1.366.626.891;6;346;-7.032.963.066;Promotion;Wednesday
14/03/2024;Personal Care;669;1.844.595.199;1;Suburban;3;624.653.307;5;221;1.219.941.892;Promotion;Thursday
15/03/2024;Snacks;1033;3.104.220.461;1;Urban;4;4.796.724.128;3;113;-1.692.503.667;Promotion;Friday
16/03/2024;Snacks;1650;1.543.206.579;0;Suburban;5;2.580.307.127;6;80;1.285.175.866;No Promotion;Saturday
17/03/2024;Dairy;1285;1.977.324.577;0;Suburban;6;2.695.960.068;3;96;170.772.857;No Promotion;Sunday
18/03/2024;Dairy;1286;181.246.242;0;Urban;0;6.775.186.523;6;179;1.134.943.768;No Promotion;Monday
19/03/2024;Beverages;1955;1.338.169.046;1;Rural;1;913.735.745;4;401;424.433.301;Promotion;Tuesday
20/03/2024;Personal Care;1108;6.967.155.105;1;Rural;2;1.668.923.375;2;382;529.823.173;Promotion;Wednesday
21/03/2024;Household;892;5.832.117.642;0;Suburban;3;1.412.374.454;8;159;-8.291.626.898;No Promotion;Thursday
22/03/2024;Snacks;891;1.656.584.699;1;Rural;4;1.144.943.745;4;118;511.640.954;Promotion;Friday
23/03/2024;Beverages;1647;1.771.661.637;0;Suburban;5;9.006.046.815;9;107;8.710.569.555;No Promotion;Saturday
24/03/2024;Beverages;1909;1.098.326.334;1;Urban;6;1.251.236.073;7;155;-152.909.739;Promotion;Sunday
25/03/2024;Snacks;1394;5.642.458.875;0;Urban;0;1.662.707.974;2;349;3.979.750.901;No Promotion;Monday
26/03/2024;Household;591;314.592.096;1;Suburban;1;7.414.163.727;4;379;-4.268.242.767;Promotion;Tuesday
27/03/2024;Beverages;307;2.656.409.889;0;Urban;2;9.636.350.339;5;305;-697.994.045;No Promotion;Wednesday
28/03/2024;Beverages;1662;146.624.715;0;Urban;3;1.251.546.714;3;361;214.700.436;No Promotion;Thursday
29/03/2024;Personal Care;1707;8.982.255.829;0;Suburban;4;1.186.030.862;9;220;-2.878.052.791;No Promotion;Friday
30/03/2024;Household;1183;1.820.183.761;0;Suburban;5;4.517.504.121;5;432;1.368.433.349;No Promotion;Saturday
31/03/2024;Beverages;529;1.505.375.471;0;Urban;6;1.414.276.246;2;211;0.91099225;No Promotion;Sunday
01/04/2024;Household;1084;463.394.794;0;Rural;0;2.303.014.701;3;335;2.330.933.239;No Promotion;Monday
02/04/2024;Snacks;1780;1.266.177.096;1;Rural;1;1.318.943.747;9;120;-0.52766651;Promotion;Tuesday
03/04/2024;Dairy;1728;9.274.603.634;1;Suburban;2;1.457.863.362;7;304;-5.304.029.986;Promotion;Wednesday
04/04/2024;Beverages;1432;1.196.774.488;1;Suburban;3;3.068.726.087;2;423;8.899.018.793;Promotion;Thursday
05/04/2024;Personal Care;619;1.502.331.334;0;Rural;4;1.096.995.793;9;104;405.335.541;No Promotion;Friday
06/04/2024;Snacks;690;1.631.772.174;0;Urban;5;1.084.140.022;4;372;1.523.358.172;No Promotion;Saturday
07/04/2024;Household;1150;170.310.092;1;Rural;6;6.378.630.965;9;446;1.065.237.824;Promotion;Sunday
08/04/2024;Snacks;1809;5.825.522.617;0;Rural;0;7.986.107.838;2;52;-2.160.585.221;No Promotion;Monday
09/04/2024;Beverages;1685;1.591.196.398;0;Rural;1;8.919.355.776;4;75;-7.328.159.378;No Promotion;Tuesday
10/04/2024;Household;298;1.504.659.997;0;Rural;2;140.710.901;5;362;0.97550987;No Promotion;Wednesday
11/04/2024;Dairy;486;3.020.530.799;0;Suburban;3;1.024.763.497;2;175;-7.227.104.171;No Promotion;Thursday
12/04/2024;Snacks;448;6.983.472.184;0;Suburban;4;7.478.530.293;1;457;-0.495058109;No Promotion;Friday
13/04/2024;Beverages;1059;1.072.525.548;1;Urban;5;1.224.028.803;7;102;-1.116.776.248;Promotion;Saturday
14/04/2024;Personal Care;792;1.395.172.017;1;Urban;6;142.827.259;1;247;-0.33100573;Promotion;Sunday
15/04/2024;Household;1659;4.175.508.218;1;Urban;0;0.819959156;8;348;3.355.549.062;Promotion;Monday
16/04/2024;Snacks;1951;1.345.036.578;1;Urban;1;1.474.655.845;3;237;-129.619.267;Promotion;Tuesday
17/04/2024;Snacks;477;1.984.310.973;1;Rural;2;1.748.916.016;6;235;1.809.419.371;Promotion;Wednesday
18/04/2024;Dairy;998;2.380.746.561;0;Suburban;3;123.086.083;7;354;-9.927.861.739;No Promotion;Thursday
19/04/2024;Dairy;1015;2.464.482.227;0;Suburban;4;4.564.853.912;1;347;-2.100.371.685;No Promotion;Friday
20/04/2024;Personal Care;1681;7.467.221.761;0;Urban;5;2.416.605.037;6;253;5.050.616.724;No Promotion;Saturday
21/04/2024;Personal Care;626;1.746.134.377;0;Urban;6;6.877.906.776;7;499;1.058.343.699;No Promotion;Sunday
22/04/2024;Beverages;1276;5.095.067.507;1;Rural;0;9.837.370.402;6;60;-4.742.302.895;Promotion;Monday
23/04/2024;Beverages;833;7.847.178.579;1;Rural;1;6.023.801.753;4;408;1.823.376.826;Promotion;Tuesday
24/04/2024;Personal Care;305;2.301.602.726;1;Urban;2;129.119.842;1;403;1.010.404.306;Promotion;Wednesday
25/04/2024;Personal Care;554;1.549.995.053;0;Suburban;3;9.192.186.525;9;195;6.307.764.005;No Promotion;Thursday
26/04/2024;Household;1396;8.757.820.512;1;Suburban;4;135.848.475;4;134;-4.827.026.988;Promotion;Friday
27/04/2024;Dairy;1359;1.542.572.593;0;Suburban;5;6.056.622.806;7;149;9.369.103.124;No Promotion;Saturday
28/04/2024;Beverages;1975;1.816.854.904;1;Urban;6;3.636.825.276;7;153;1.453.172.376;Promotion;Sunday
29/04/2024;Dairy;1863;5.422.499.795;1;Suburban;0;6.917.371.516;2;485;-1.494.871.721;Promotion;Monday
30/04/2024;Dairy;620;1.634.052.458;0;Rural;1;120.125.931;1;95;1.513.926.527;No Promotion;Tuesday
01/05/2024;Personal Care;1801;2.122.783.911;0;Rural;2;1.239.706.997;8;93;-1.027.428.606;No Promotion;Wednesday
02/05/2024;Household;1116;1.807.810.038;1;Urban;3;1.248.194.176;8;327;559.615.862;Promotion;Thursday
03/05/2024;Snacks;1055;133.646.024;1;Rural;4;902.600.672;7;230;433.859.568;Promotion;Friday
04/05/2024;Household;1954;1.761.030.776;0;Urban;5;561.999.189;8;236;1.199.031.587;No Promotion;Saturday
05/05/2024;Household;825;1.003.579.592;1;Suburban;6;1.209.685.878;3;163;-1.109.327.919;Promotion;Sunday
06/05/2024;Dairy;1113;4.212.540.337;1;Suburban;0;8.542.961.859;2;304;-4.330.421.522;Promotion;Monday
07/05/2024;Household;600;8.405.428.361;0;Suburban;1;1.247.601.847;7;430;-4.070.590.109;No Promotion;Tuesday
08/05/2024;Beverages;216;8.210.555.164;1;Rural;2;9.656.152.492;8;429;-1.445.597.328;Promotion;Wednesday
09/05/2024;Dairy;485;5.307.877.276;0;Urban;3;1.187.387.936;1;79;-6.566.002.084;No Promotion;Thursday
10/05/2024;Beverages;1467;8.250.626.857;1;Suburban;4;9.179.163.402;9;313;-0.928536545;Promotion;Friday
11/05/2024;Snacks;683;3.448.125.528;0;Urban;5;6.505.045.489;4;147;-3.056.919.961;No Promotion;Saturday
12/05/2024;Dairy;494;8.842.461.456;1;Suburban;6;1.439.021.497;4;362;-5.547.753.514;Promotion;Sunday
13/05/2024;Snacks;1187;1.624.473.225;0;Rural;0;8.346.150.461;3;416;7.898.581.789;No Promotion;Monday
14/05/2024;Dairy;1840;101.023.312;1;Rural;1;9.273.798.019;6;378;0.828533181;Promotion;Tuesday
15/05/2024;Personal Care;820;134.200.169;0;Urban;2;3.697.070.772;1;164;-2.355.069.082;No Promotion;Wednesday
16/05/2024;Household;171;900.743.679;1;Rural;3;9.571.936.447;6;325;-0.564499657;Promotion;Thursday
17/05/2024;Personal Care;1912;1.516.325.306;1;Rural;4;8.788.310.918;2;330;-7.271.985.612;Promotion;Friday
18/05/2024;Snacks;373;193.586.248;1;Urban;5;318.015.677;9;324;1.617.846.803;Promotion;Saturday
19/05/2024;Household;1443;3.421.625.229;1;Suburban;6;1.364.012.912;2;310;2.057.612.317;Promotion;Sunday
20/05/2024;Dairy;437;144.460.782;1;Rural;0;9.263.210.136;7;380;5.182.868.064;Promotion;Monday
21/05/2024;Household;1489;1.948.275.013;1;Urban;1;1.157.353.791;1;256;790.921.222;Promotion;Tuesday
22/05/2024;Beverages;1618;1.669.474.198;1;Rural;2;8.089.319.878;7;433;8.605.422.102;Promotion;Wednesday
23/05/2024;Household;706;1.428.699.213;1;Rural;3;3.788.203.067;5;377;1.049.878.906;Promotion;Thursday
24/05/2024;Beverages;265;1.694.975.728;1;Rural;4;1.016.456.866;8;260;678.518.862;Promotion;Friday
25/05/2024;Household;1667;1.965.417.517;0;Rural;5;1.661.533.036;4;264;1.799.264.213;No Promotion;Saturday
26/05/2024;Beverages;110;1.280.554.545;0;Urban;6;690.658.872;7;460;589.895.673;No Promotion;Sunday
27/05/2024;Snacks;1424;1.162.451.133;1;Urban;0;2.868.817.997;6;89;8.755.693.333;Promotion;Monday
28/05/2024;Personal Care;828;129.365.241;0;Urban;1;317.465.624;5;75;976.186.786;No Promotion;Tuesday
29/05/2024;Dairy;900;1.112.084.185;1;Rural;2;3.433.262.263;4;76;7.687.579.587;Promotion;Wednesday
30/05/2024;Household;201;1.306.669.301;1;Rural;3;6.107.252.327;7;239;6.959.440.683;Promotion;Thursday
31/05/2024;Personal Care;1548;9.547.001.951;0;Rural;4;1.241.677.981;5;132;830.532.397;No Promotion;Friday
01/06/2024;Dairy;1515;5.150.420.475;1;Urban;5;6.268.004.893;5;433;-1.117.584.418;Promotion;Saturday
02/06/2024;Dairy;878;3.284.697.304;1;Rural;6;7.919.757.983;1;483;-4.635.060.679;Promotion;Sunday
03/06/2024;Beverages;313;2.298.477.775;0;Suburban;0;7.507.767.132;2;219;-5.209.289.357;No Promotion;Monday
04/06/2024;Snacks;1814;6.002.999.891;0;Rural;1;6.050.369.456;5;462;-0.047369565;No Promotion;Tuesday
05/06/2024;Snacks;1211;1.876.347.722;1;Suburban;2;1.266.762.582;3;216;-107.912.781;Promotion;Wednesday
06/06/2024;Personal Care;1676;1.177.624.482;0;Rural;3;260.723.704;2;237;916.900.778;No Promotion;Thursday
07/06/2024;Snacks;500;6.392.740.493;0;Urban;4;7.832.602.785;4;218;-1.439.862.292;No Promotion;Friday
08/06/2024;Household;687;1.666.616.135;1;Rural;5;1.399.600.546;4;338;152.665.608;Promotion;Saturday
09/06/2024;Snacks;988;2.410.576.587;0;Suburban;6;1.531.757.344;4;278;0.878819243;No Promotion;Sunday
10/06/2024;Personal Care;1169;5.300.678.392;0;Suburban;0;882.105.482;4;146;-3.520.376.428;No Promotion;Monday
11/06/2024;Snacks;1795;1.487.467.679;1;Rural;1;8.707.267.161;3;416;6.167.409.629;Promotion;Tuesday
12/06/2024;Household;1586;1.237.735.763;0;Suburban;2;1.323.148.594;7;65;-0.85412831;No Promotion;Wednesday
13/06/2024;Beverages;691;2.225.334.154;0;Suburban;3;8.589.168.297;9;328;-6.363.834.143;No Promotion;Thursday
14/06/2024;Personal Care;1433;1.766.754.969;1;Urban;4;144.169.698;5;184;325.057.989;Promotion;Friday
15/06/2024;Beverages;1209;1.766.797.349;1;Rural;5;1.206.075.302;4;75;1.646.189.819;Promotion;Saturday
16/06/2024;Beverages;191;7.277.752.074;1;Rural;6;1.921.111.429;2;401;5.356.640.645;Promotion;Sunday
17/06/2024;Beverages;1783;7.467.711.024;0;Rural;0;1.138.954.993;2;61;6.328.756.031;No Promotion;Monday
18/06/2024;Dairy;772;1.979.153.881;1;Suburban;1;318.651.433;5;121;1.660.502.448;Promotion;Tuesday
19/06/2024;Dairy;813;1.289.734.726;1;Rural;2;8.348.416.609;7;182;4.548.930.651;Promotion;Wednesday
20/06/2024;Beverages;1035;1.109.501.389;0;Rural;3;9.860.796.631;9;155;1.234.217.259;No Promotion;Thursday
21/06/2024;Personal Care;341;1.692.489.149;1;Urban;4;116.098.479;7;269;157.639.067;Promotion;Friday
22/06/2024;Household;1988;6.420.516.429;1;Urban;5;142.165.779;5;422;-7.796.061.471;Promotion;Saturday
23/06/2024;Household;101;9.154.469.275;1;Urban;6;1.271.139.796;6;226;-3.556.928.685;Promotion;Sunday
24/06/2024;Snacks;324;6.087.756.834;1;Suburban;0;4.800.880.991;3;331;1.286.875.843;Promotion;Monday
25/06/2024;Personal Care;900;1.599.405.609;0;Rural;1;1.619.219.188;5;182;143.748.369;No Promotion;Tuesday
26/06/2024;Dairy;1868;1.189.363.757;1;Urban;2;2.963.362.562;8;71;8.930.275.008;Promotion;Wednesday
27/06/2024;Beverages;688;1.351.767.633;1;Urban;3;2.340.693.999;1;318;1.117.698.233;Promotion;Thursday
28/06/2024;Snacks;215;5.793.837.747;0;Urban;4;22.876.148;1;461;3.506.222.947;No Promotion;Friday
29/06/2024;Household;1789;5.184.280.726;1;Rural;5;8.019.144.486;7;210;-283.486.376;Promotion;Saturday
30/06/2024;Dairy;1017;1.027.911.795;0;Rural;6;4.064.787.916;5;156;6.214.330.034;No Promotion;Sunday
01/07/2024;Dairy;1226;1.501.374.923;0;Rural;0;569.302.589;5;328;932.072.334;No Promotion;Monday
02/07/2024;Beverages;293;1.097.955.539;0;Suburban;1;1.484.782.733;1;402;-386.827.194;No Promotion;Tuesday
03/07/2024;Household;1289;1.620.267.873;1;Suburban;2;1.042.255.661;9;284;-8.802.288.737;Promotion;Wednesday
04/07/2024;Personal Care;970;1.750.247.862;0;Urban;3;1.426.021.967;1;67;324.225.895;No Promotion;Thursday
05/07/2024;Dairy;189;2.229.050.977;0;Rural;4;2.567.070.048;5;291;-0.338019071;No Promotion;Friday
06/07/2024;Beverages;1809;1.916.066.519;0;Urban;5;6.041.022.385;9;166;1.311.964.281;No Promotion;Saturday
